id,estado,antiguedad,modalidad,value
817,Guerrero,31.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
819,Hidalgo,12.0,b.	Distancia,"Diseño, mejora y producción de documentación electoral"
820,Puebla,14.0,c.	Mixta,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión
821,Guanajuato,5.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
822,Nuevo León,19.0,a.	Presencial,Desarrollo de normativa
823,Ciudad de México,11.0,a.	Presencial,Selección de personal
824,México,21.0,b.	Distancia,Desarrollo de normativa
825,México,5.0,b.	Distancia,Procesamiento informático
826,Sinaloa,4.0,b.	Distancia,Operación de módulos de atención ciudadana
828,Tabasco,31.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
829,México,31.0,b.	Distancia,Depuración del padrón electoral
830,México,21.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
831,Guanajuato,29.0,b.	Distancia,Almacenamiento de documentación y material electoral
832,Veracruz,22.0,b.	Distancia,Impartición de capacitación
833,México,31.0,c.	Mixta,"Aplicación y gestión de recursos humanos, materiales y financieros"
834,México,31.0,a.	Presencial,"Planeación de planes, programas y proyectos"
835,Ciudad de México,28.0,b.	Distancia,Distribución de documentación y material electoral
836,Jalisco,4.0,a.	Presencial,Atención de asuntos jurídicos
837,Nuevo León,19.0,b.	Distancia,Diseño de programas de capacitación
838,Hidalgo,30.0,b.	Distancia,Diseño de programas de capacitación
839,Chihuahua,20.0,c.	Mixta,"Aplicación y gestión de recursos humanos, materiales y financieros"
840,Michoacán,22.0,b.	Distancia,Aplicación de metodología estadística y/o demográfica
841,Ciudad de México,10.0,a.	Presencial,"Diseño, mejora y producción de material electoral"
842,México,14.0,c.	Mixta,Operación de las comisiones de vigilancia del registro federal de electores
843,Ciudad de México,30.0,b.	Distancia,Procesamiento informático
844,México,0.0,c.	Mixta,Impartición de capacitación
845,Yucatán,31.0,c.	Mixta,Registro de actos de partidos y agrupaciones políticas
846,Durango,1.5,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
847,México,31.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
848,Veracruz,26.0,a.	Presencial,Almacenamiento de documentación y material electoral
849,Aguascalientes,32.0,b.	Distancia,Reincorporación al padrón electoral
850,México,30.0,b.	Distancia,Atención de asuntos jurídicos
851,Morelos,20.0,b.	Distancia,Construcción de la cartografía electoral
852,Guanajuato,7.0,b.	Distancia,Distribución de documentación y material electoral
853,Ciudad de México,8.0,c.	Mixta,Construcción de la cartografía electoral
854,Guanajuato,29.0,c.	Mixta,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
855,Guanajuato,16.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
856,Guanajuato,31.0,b.	Distancia,Administración de tecnología de información y comunicaciones
857,Chiapas,19.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
858,Querétaro,29.0,b.	Distancia,"Evaluación de planes, programas y proyectos"
859,Ciudad de México,7.0,b.	Distancia,Aplicación de metodología estadística y/o demográfica
860,Hidalgo,20.0,c.	Mixta,Administración de base de datos
861,México,12.0,c.	Mixta,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
862,Tabasco,8.0,a.	Presencial,Atención de asuntos jurídicos
864,Zacatecas,2.0,b.	Distancia,Construcción de la cartografía electoral
865,Jalisco,28.0,a.	Presencial,Aplicación de metodología estadística y/o demográfica
866,Yucatán,32.0,a.	Presencial,Actualización del padrón electoral y credencialización de los ciudadanos
867,Sonora,1.0,c.	Mixta,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
868,Ciudad de México,21.0,b.	Distancia,Verificación de sesiones de los órganos desconcentrados
869,Baja California,6.0,b.	Distancia,Operación de módulos de atención ciudadana
870,Baja California,13.0,a.	Presencial,Actualización del padrón electoral y credencialización de los ciudadanos
874,Puebla,31.0,b.	Distancia,"Evaluación de planes, programas y proyectos"
875,Campeche,29.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
876,Guanajuato,7.0,b.	Distancia,Almacenamiento de documentación y material electoral
877,México,19.0,b.	Distancia,Depuración del padrón electoral
878,Ciudad de México,24.0,b.	Distancia,Atención de asuntos jurídicos
879,Hidalgo,22.0,a.	Presencial,Operación de las comisiones de vigilancia del registro federal de electores
880,México,5.0,c.	Mixta,Reincorporación al padrón electoral
881,México,4.0,a.	Presencial,Diseño de materiales de capacitación
882,Baja California,29.0,b.	Distancia,Procesamiento informático
883,Veracruz,11.0,b.	Distancia,Atención de asuntos jurídicos
884,Michoacán,22.0,b.	Distancia,Registro de actos de partidos y agrupaciones políticas
885,Jalisco,31.0,b.	Distancia,Depuración del padrón electoral
886,Querétaro,14.0,c.	Mixta,"Aplicación y gestión de recursos humanos, materiales y financieros"
887,Sinaloa,11.0,b.	Distancia,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
888,Ciudad de México,7.0,b.	Distancia,"Evaluación de planes, programas y proyectos"
889,México,25.0,c.	Mixta,Diseño de materiales de capacitación
890,Veracruz,11.0,b.	Distancia,Verificación de sesiones de los órganos desconcentrados
891,Ciudad de México,5.0,a.	Presencial,Impartición de capacitación
892,México,25.0,b.	Distancia,"Diseño, mejora y producción de material electoral"
893,Ciudad de México,30.0,c.	Mixta,Atención de asuntos jurídicos
894,Ciudad de México,10.0,b.	Distancia,Operación de las comisiones de vigilancia del registro federal de electores
895,Hidalgo,10.0,b.	Distancia,Administración de los tiempos del estado en radio y televisión
896,México,12.0,a.	Presencial,"Planeación de planes, programas y proyectos"
897,México,10.0,b.	Distancia,Administración de base de datos
898,Ciudad de México,28.0,b.	Distancia,Desarrollo de normativa
899,Sinaloa,19.0,b.	Distancia,"Diseño, mejora y producción de documentación electoral"
900,México,25.0,a.	Presencial,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
901,Puebla,4.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
902,México,28.0,b.	Distancia,Almacenamiento de documentación y material electoral
903,Chiapas,16.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
904,Morelos,28.0,b.	Distancia,Operación de módulos de atención ciudadana
905,San Luis Potosí,1.0,c.	Mixta,Selección de personal
906,Veracruz,29.0,c.	Mixta,Diseño de materiales de capacitación
907,Ciudad de México,30.0,b.	Distancia,Operación de módulos de atención ciudadana
908,Sonora,19.0,a.	Presencial,Selección de personal
910,Sinaloa,0.3,b.	Distancia,Almacenamiento de documentación y material electoral
911,Oaxaca,7.0,c.	Mixta,"Aplicación y gestión de recursos humanos, materiales y financieros"
912,Oaxaca,10.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
913,Oaxaca,3.0,c.	Mixta,Administración de base de datos
914,Oaxaca,23.0,c.	Mixta,Registro de actos de partidos y agrupaciones políticas
915,Oaxaca,13.0,c.	Mixta,Administración de los tiempos del estado en radio y televisión
916,Oaxaca,11.0,a.	Presencial,"Aplicación y gestión de recursos humanos, materiales y financieros"
919,Oaxaca,1.5,a.	Presencial,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
920,Oaxaca,1.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
921,Veracruz,31.0,b.	Distancia,Administración de los tiempos del estado en radio y televisión
923,Coahuila,7.0,c.	Mixta,"Evaluación de planes, programas y proyectos"
924,Oaxaca,10.0,c.	Mixta,Selección de personal
925,Oaxaca,16.0,a.	Presencial,"Aplicación y gestión de recursos humanos, materiales y financieros"
926,Oaxaca,13.0,c.	Mixta,Operación de módulos de atención ciudadana
927,Ciudad de México,10.0,c.	Mixta,Diseño de programas de capacitación
928,Puebla,8.0,b.	Distancia,Diseño de materiales de capacitación
929,Oaxaca,20.0,b.	Distancia,"Planeación de planes, programas y proyectos"
930,Oaxaca,17.0,c.	Mixta,Desarrollo de sistemas
931,Oaxaca,20.0,a.	Presencial,"Evaluación de planes, programas y proyectos"
932,Jalisco,14.0,b.	Distancia,Distribución de documentación y material electoral
933,Chihuahua,14.0,c.	Mixta,Distribución de documentación y material electoral
934,Colima,13.0,b.	Distancia,Administración de tecnología de información y comunicaciones
935,Oaxaca,1.0,a.	Presencial,Almacenamiento de documentación y material electoral
936,Coahuila,10.0,b.	Distancia,Desarrollo de normativa
937,Oaxaca,4.0,b.	Distancia,"Diseño, mejora y producción de documentación electoral"
938,Campeche,47.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
939,Oaxaca,6.0,c.	Mixta,"Seguimiento de planes, programas y proyectos"
940,Oaxaca,11.0,c.	Mixta,Impartición de capacitación
941,Hidalgo,23.0,b.	Distancia,Procesamiento informático
942,Oaxaca,2.5,b.	Distancia,"Planeación de planes, programas y proyectos"
943,Colima,15.0,b.	Distancia,"Evaluación de planes, programas y proyectos"
944,Veracruz,16.0,b.	Distancia,Actualización del padrón electoral y credencialización de los ciudadanos
945,México,31.0,a.	Presencial,"Evaluación de planes, programas y proyectos"
946,Chiapas,30.0,b.	Distancia,Selección de personal
947,Michoacán,7.0,b.	Distancia,Ejecución de los procedimientos para administrar los tiempos del estado en materia de radio y televisión
948,Sonora,13.0,b.	Distancia,Administración de centros de cómputo
949,Chiapas,15.0,b.	Distancia,Selección de personal
950,San Luis Potosí,7.0,b.	Distancia,Fiscalización a los sujetos obligados
951,México,1.0,c.	Mixta,Aplicación de metodología estadística y/o demográfica
954,México,16.0,c.	Mixta,Fiscalización a los sujetos obligados
955,México,28.0,b.	Distancia,Operación de módulos de atención ciudadana
956,Veracruz,16.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
957,Nuevo León,20.0,c.	Mixta,Atención de asuntos jurídicos
958,Puebla,5.0,b.	Distancia,Administración de base de datos
959,Colima,7.0,c.	Mixta,Registro de actos de partidos y agrupaciones políticas
960,Campeche,5.0,b.	Distancia,Fiscalización a los sujetos obligados
961,Ciudad de México,11.0,b.	Distancia,"Planeación de planes, programas y proyectos"
962,Colima,27.0,c.	Mixta,Distribución de documentación y material electoral
963,Campeche,11.0,c.	Mixta,Selección de personal
964,Oaxaca,30.0,a.	Presencial,Impartición de capacitación
965,México,17.0,b.	Distancia,Aplicación de metodología estadística y/o demográfica
966,Oaxaca,26.0,a.	Presencial,Impartición de capacitación
967,San Luis Potosí,8.0,b.	Distancia,"Aplicación y gestión de recursos humanos, materiales y financieros"
968,Ciudad de México,29.0,b.	Distancia,Verificación de sesiones de los órganos desconcentrados
969,Guanajuato,28.0,b.	Distancia,Diseño de programas de capacitación
970,Oaxaca,5.0,a.	Presencial,Operación de módulos de atención ciudadana
971,México,1.0,c.	Mixta,Construcción de la cartografía electoral
972,Ciudad de México,21.0,b.	Distancia,Atención de asuntos jurídicos
973,Ciudad de México,6.0,b.	Distancia,Integración de mesas directivas de casilla o su equivalente en los distintos tipos de elección o procesos de participación ciudadana
974,Oaxaca,10.0,a.	Presencial,Depuración del padrón electoral
975,México,15.0,a.	Presencial,Construcción de la cartografía electoral
976,Quintana Roo,4.0,b.	Distancia,Distribución de documentación y material electoral
977,Veracruz,29.0,b.	Distancia,"Diseño, mejora y producción de material electoral"
978,México,22.0,c.	Mixta,Operación de módulos de atención ciudadana
979,Ciudad de México,1.0,b.	Distancia,"Planeación de planes, programas y proyectos"
980,Ciudad de México,28.0,b.	Distancia,Administración de base de datos
981,México,19.0,b.	Distancia,"Diseño, mejora y producción de documentación electoral"
982,Quintana Roo,12.0,b.	Distancia,Atención de asuntos jurídicos
983,Jalisco,2.0,b.	Distancia,Verificación de sesiones de los órganos desconcentrados
984,México,1.0,c.	Mixta,Fiscalización a los sujetos obligados
985,Sinaloa,7.0,a.	Presencial,Selección de personal
986,México,22.0,c.	Mixta,Desarrollo de sistemas
989,Nuevo León,28.0,b.	Distancia,Diseño de programas de capacitación
990,Querétaro,30.0,b.	Distancia,Atención de asuntos jurídicos
991,Guanajuato,16.0,b.	Distancia,Diseño de materiales de capacitación
992,Puebla,25.0,c.	Mixta,Administración de los tiempos del estado en radio y televisión
993,Ciudad de México,27.0,b.	Distancia,Administración de base de datos
994,Jalisco,32.0,c.	Mixta,Operación de módulos de atención ciudadana
995,Ciudad de México,1.0,b.	Distancia,Administración de los tiempos del estado en radio y televisión
996,Ciudad de México,10.0,b.	Distancia,Procesamiento informático
997,Campeche,7.0,c.	Mixta,Selección de personal
998,Hidalgo,10.0,c.	Mixta,Distribución de documentación y material electoral
999,Oaxaca,1.5,c.	Mixta,"Diseño, mejora y producción de documentación electoral"
1000,Chihuahua,28.0,b.	Distancia,Operación de módulos de atención ciudadana
1001,Ciudad de México,21.0,b.	Distancia,Impartición de capacitación
1002,Tamaulipas,4.0,c.	Mixta,Impartición de capacitación
1003,Ciudad de México,1.0,b.	Distancia,"Ubicación, equipamiento e instalación de casillas o su equivalente en los distintos tipos de elección o procesos de participación ciudadana"
1004,Sinaloa,1.5,c.	Mixta,"Aplicación y gestión de recursos humanos, materiales y financieros"
1005,Veracruz,29.0,b.	Distancia,Atención de asuntos jurídicos
1006,Jalisco,22.0,c.	Mixta,Almacenamiento de documentación y material electoral
1007,Tamaulipas,31.0,c.	Mixta,Actualización del padrón electoral y credencialización de los ciudadanos
