,id,genre_ids,title,overview,popularity,release_date,vote_average,vote_count
3634,398,"[80, 18]",Capote,"A biopic of writer Truman Capote and his assignment for The New Yorker to write the non-fiction book ""In Cold Blood"".",10.842,2005-09-30,7.0,1285
3635,35,"[16, 35, 10751]",The Simpsons Movie,"After Homer accidentally pollutes the town's water supply, Springfield is encased in a gigantic dome by the EPA and the Simpsons are declared fugitives.",51.202,2007-07-25,7.0,7370
3636,795811,"[18, 10749]",Wheel of Fortune and Fantasy,"An unexpected love triangle, a seduction trap, and a random encounter are the three episodes, told in three movements to depict three female characters and trace the trajectories between their choices and regrets.",10.12,2021-04-11,7.0,227
3637,703771,"[16, 28, 12, 878]",Deathstroke: Knights & Dragons - The Movie,The assassin Deathstroke tries to save his family from the wrath of H.I.V.E. and the murderous Jackal.,57.047,2020-08-04,7.0,408
3638,581032,"[18, 37, 12]",News of the World,"A Texan traveling across the wild West bringing the news of the world to local townspeople, agrees to help rescue a young girl who was kidnapped.",12.187,2020-12-25,7.0,1563
3639,468225,[18],The Starling,A woman adjusting to life after a loss contends with a feisty bird that's taken over her garden — and a husband who's struggling to find a way forward.,10.55,2021-09-17,7.0,251
3640,458253,"[10751, 16, 35, 12, 14]",Missing Link,"The charismatic Sir Lionel Frost considers himself to be the world's foremost investigator of myths and monsters. Trouble is, none of his small-minded, high-society peers seems to recognize this. Hoping to finally gain acceptance from these fellow adventurers, Sir Lionel travels to the Pacific Northwest to prove the existence of a legendary creature known as the missing link.",11.682,2019-04-04,7.0,767
3641,236028,[35],Castello Cavalcanti,"In 1955 in Italy, race car driver Jed Cavalcanti suffers a mishap during the Molte Miglia rally and finds himself in a small town with a few familial surprises.",5.034,2013-11-12,7.0,256
3642,16729,"[18, 10749]",Don't Move,"While waiting for the brain surgery of his daughter Angela, victim of a motorcycle accident, the surgeon Timoteo recalls his torrid affair with and passion for Italia, a simple woman from slums in the periphery of the big city where he lives. The ghost of the beloved and sexual object of desire Italia chases him in his memories.",8.298,2004-03-12,7.0,252
3643,2604,"[18, 10752]",Born on the Fourth of July,"Paralyzed in the Vietnam war, Ron Kovic becomes an anti-war and pro-human rights political activist after feeling betrayed by the country he fought for.",12.378,1989-12-20,7.0,1517
3644,646,"[12, 28, 53]",Dr. No,"In the film that launched the James Bond saga, Agent 007 battles mysterious Dr. No, a scientific genius bent on destroying the U.S. space program. As the countdown to disaster begins, Bond must go to Jamaica, where he encounters beautiful Honey Ryder, to confront a megalomaniacal villain in his massive island headquarters.",31.983,1962-10-07,7.0,3232
3645,597208,"[53, 80, 18]",Nightmare Alley,An ambitious carnival man with a talent for manipulating people with a few well-chosen words hooks up with a female psychologist who is even more dangerous than he is.,31.163,2021-12-02,7.0,2484
3646,11836,"[10751, 16, 35, 14, 12]",The SpongeBob SquarePants Movie,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",46.965,2004-11-14,7.0,2596
3647,10536,"[28, 80, 35, 53]",The Italian Job,"Charlie's got a 'job' to do. Having just left prison he finds one of his friends has attempted a high-risk job in Torino, Italy, right under the nose of the mafia. Charlie's friend doesn't get very far, so Charlie takes over the 'job'. Using three Mini Coopers, a couple of Jaguars, and a bus, he hopes to bring Torino to a standstill, steal a fortune in gold and escape in the chaos.",16.51,1969-06-02,7.0,631
3648,1024,"[18, 14]",Heavenly Creatures,"Wealthy and precocious teenager Juliet transfers from England to New Zealand with her family, and soon befriends the quiet, brooding Pauline through their shared love of fantasy and literature. When their parents begin to suspect that their increasingly intense and obsessive bond is becoming unhealthy, the girls hatch a dark plan for those who threaten to keep them apart.",10.988,1994-09-12,7.0,812
3649,446354,"[18, 36]",The Post,A cover-up that spanned four U.S. Presidents pushed the country's first female newspaper publisher and a hard-driving editor to join an unprecedented battle between journalist and government. Inspired by true events.,13.953,2017-12-22,7.0,4236
3650,348668,"[80, 18, 9648, 53]",A Conspiracy of Faith,"Denmark, 2016. A blurred note is found in a bottle that has traveled across the ocean for a long time. After deciphering the cryptic note, Department Q members follow a sinister trail that leads them to investigate a case that occurred in 2008. At the same time, new tragic events take place that test their faith and deepest beliefs.",12.32,2016-03-03,7.0,509
3651,263109,"[10751, 16, 35, 12]",Shaun the Sheep Movie,"When Shaun decides to take the day off and have some fun, he gets a little more action than he bargained for. A mix up with the Farmer, a caravan and a very steep hill lead them all to the Big City and it's up to Shaun and the flock to return everyone safely to the green grass of home.",11.897,2015-02-05,7.0,1242
3652,36657,"[12, 28, 878]",X-Men,"Two mutants, Rogue and Wolverine, come to a private academy for their kind whose resident superhero team, the X-Men, must oppose a terrorist organization with similar powers.",1.476,2000-07-13,7.0,10447
3653,34067,"[10751, 12, 16, 14, 28, 878]",Pokémon: Lucario and the Mystery of Mew,"In the legendary past, before Poké Balls were invented, an aura-guiding hero Pokémon named Lucario sensed two groups of armies about to clash, and a threat of a massive war in front of Oldoran Castle in Kanto that would leave no survivors. He transferred this message to his master, the legendary hero Arlon, while he was being attacked by a violent group of Hellgar. During the battle, his sense of sight was lost and he was rendered unable to see. He used the detection of his Aura, and so with the offensive Wave Bomb, he eliminated them. Though by the threat, the queen of Rota, Lady Rin was resolute to die with her civilians, and so Arlon made a choice.",14.29,2005-07-16,7.0,271
3654,33680,"[18, 10749]",Grand Hotel,"Guests at a posh Berlin hotel struggle through worry, scandal, and heartache.",7.157,1932-05-25,7.0,272
3655,20766,"[12, 18]",The Road,"A father and his son walk alone through burned America. Nothing moves in the ravaged landscape save the ash on the wind and water. It is cold enough to crack stones, and, when the snow falls it is gray. The sky is dark. Their destination is the warmer south, although they don't know what, if anything, awaits them there.",15.856,2009-11-25,7.0,3428
3656,10868,[18],The Accused,"After a young woman suffers a brutal rape in a bar one night, a prosecutor assists in bringing the perpetrators to justice, including the ones who encouraged and cheered on the attack.",16.511,1988-10-14,7.0,500
3657,9427,[35],The Full Monty,"Sheffield, England. Gaz, a jobless steelworker in need of quick cash persuades his mates to bare it all in a one-night-only strip show.",14.33,1997-08-13,7.0,1451
3658,1771,"[28, 12, 878]",Captain America: The First Avenger,"During World War II, Steve Rogers is a sickly man from Brooklyn who's transformed into super-soldier Captain America to aid in the war effort. Rogers must stop the Red Skull – Adolf Hitler's ruthless head of weaponry, and the leader of an organization that intends to use a mysterious device of untold powers for world domination.",36.129,2011-07-22,7.0,20150
3659,1010818,"[16, 10751, 35, 878]",Groot's First Steps,"Following the events of “Guardians of the Galaxy Vol. 1,” Baby Groot is finally ready to try taking his first steps out of his pot—only to learn you have to walk before you can run.",28.498,2022-08-10,7.0,297
3660,18533,"[18, 28, 80]",Bronson,"A young man who was sentenced to 7 years in prison for robbing a post office ends up spending 30 years in solitary confinement. During this time, his own personality is supplanted by his alter ego, Charles Bronson.",8.804,2008-10-09,7.0,2269
3661,14945,"[878, 12, 16, 18, 14, 10749, 28]",Origin: Spirits of the Past,It is 300 years into the future. Earth's environment had been devastated by mankind's own foolish plans and humankind is beleaguered by the sentient forests which they have awoken. The world balance is tipped when a young boy named Agito stumbles across a machine that glowed in a strange blue hue inside a forbidden sanctuary.,10.211,2006-01-07,7.0,208
3662,13320,"[35, 10749, 10402]",Funny Face,A shy Greenwich Village book clerk is discovered by a fashion photographer and whisked off to Paris where she becomes a reluctant model.,11.667,1957-02-13,7.0,607
3663,9045,"[18, 36]",Amen.,"Kurt Gerstein—a member of the Institute for Hygiene of the Waffen-SS—is horrified by what he sees in the death camps. he is then shocked to learn that the process he used to purify water for his troops by using Zyklon-B, is now used to kill people in gas chambers.",8.637,2002-02-13,7.0,293
3664,525183,"[35, 18]",Paddleton,An unlikely friendship between two neighbors becomes an unexpectedly emotional journey when the younger man is diagnosed with terminal cancer.,8.65,2019-02-22,7.0,246
3665,500849,"[80, 18]",Boys Cry,"Mirko and Manolo are best friends and live in the suburbs of Rome. They both live in poor conditions with their single parents, are still in school and struggle with occasional odd jobs to make ends meet. Together they share dreams of women, of sex and money, of a better life to come. Then, after killing a man in a hit-and-run one night, they get involved with the local mafia and their lives change dramatically.",5.175,2018-06-07,7.0,252
